PROV_CODE,PROV_NAME,PROVIDER_NETWORK,PROVIDER_PRACTICE,PROVIDER_REGION,PROVIDER_TOWN
22663,Pearls Smile Medical Center 2,J. ONW,Dental,Central,Riyadh
21903,New Life medical Company,J. ONW,Polyclinic,Central,Riyadh
23921,Delma Medical Center,J. ONW,Polyclinic,Southern,Tanoma
21865,Tebabat Jeddah Polyclinic,J. ONW,Polyclinic,Western,Jeddah
23995,SRCA - Jouf (Accumed ),I. SPA,Group practice,Northern,Al Jouf
24004,Al Showikah Medical Center - MOH,I. SPA,Polyclinic,Eastern,Qatif
21907,King Khalid Hospital - Hail - MOH,I. SPA,Hospital,Central,Hail
21908,Maternity and Children Hospital - Najran (MOH),I. SPA,Hospital,Southern,Najran
22033,King Khalid Hospital - Najran (MoH),I. SPA,Hospital,Southern,Najran
22037,Prince Mtab Bin Abdulazeez Hospital - MOH,I. SPA,Hospital,Northern,Sakaka
22669,Maternity and Children Hospital - Hail (MOH),I. SPA,Hospital,Central,Hail
23122,Maternity and Child Hospital - Dammam (MOH),I. SPA,Hospital,Eastern,Dammam
23279,King Saud Medical City - MOH,I. SPA,Hospital,Central,Riyadh
23339,Dammam Medical Complex (MOH),I. SPA,Hospital,Eastern,Dammam
23409,Abha Maternity and Children Hospital ( MOH ),I. SPA,Hospital,Southern,Abha
23869,DM Health Care LLC - Aster,I. SPA,Polyclinic,Overseas,"Dubai, UAE"
23587,Al Sharq Medical Clinics Complex,N15,Polyclinic,Central,Riyadh
23890,Sanatoria Medical Center,N14,Data Only,Overseas,Czech Republic
23894,Bright Dent Center,H. NW7,Dental,Central,Riyadh
21818,Al Osrah Medical Complex - 2,J. ONW,Polyclinic,Central,Riyadh
23907,Mediclinic - Meaisem,H. NW7,Polyclinic,Overseas,"Dubai, UAE"
23912,HHC - Al Anwar Medical Company,I. SPA,Home Healthcare,Central,Hail
21723,Dar Assihha Medical Complex,N15,Polyclinic,Eastern,Dammam
23945,HHC - Dr Ghassan N Pharaon General Hospital,I. SPA,Home Healthcare,Western,Jeddah
23947,International Medical Records,N14,Data Only,Western,Jeddah
23951,Al Mana Optical,F. NW5,Optical,Eastern,Khobar
23960,Kayan Medical Center - Hofuf,E. NW4,Polyclinic,Eastern,Hofuf
23969,Child will pediatric therapy company -Khobar,L. NWS,Speech & Physiotherapy,Eastern,Khobar
23851,Durar Al Jamsh Dental Clinic,J. ONW,Dental,Central,Rafai Al Jamsh
23854,Al Hayat National Polyclinic - Airport,J. ONW,Polyclinic,Central,Riyadh
23991,SRCA - Qassim (Accumed ),I. SPA,Group practice,Central,Bureidah
24003,Gharnatah Medical Center - MOH,I. SPA,Polyclinic,Eastern,Dammam
24027,Anak General Hospital - MOH,I. SPA,Hospital,Eastern,Anak
23384,Cardio Surgical Center (Madinah) - MoH,I. SPA,Cardiac Center,Western,Madinah
23386,King Fahed Hospital ( Madinah) - MoH,I. SPA,Hospital,Western,Madinah
23388,Yanbu General Hospital  - MoH,I. SPA,Hospital,Western,Yanbu
23393,King Abdulaziz Hospital and Oncology Center - MoH,I. SPA,Cancer Center,Western,Jeddah
23395,Rabigh General Hospital - MoH,I. SPA,Hospital,Western,Rabigh
23398,Heraa General Hospital - Makkah - MOH,I. SPA,Hospital,Western,Makkah
23399,Al Noor Specialist Hospital ( MOH ),I. SPA,Hospital,Western,Makkah
23400,Maternity Hospital - Makkah (MOH),I. SPA,Hospital,Western,Makkah
23401,King Abdul Aziz Specialist Hospital ( MOH ),I. SPA,Hospital,Western,Taif
23402,King Faisal Medical Complex - Taif ( MOH),I. SPA,Hospital,Western,Taif
23406,Khamis Mushyat Civilian Hospital - KM (MoH)),I. SPA,Hospital,Southern,Khamis Mushayt
23407,Khamis Mushyat  Maternity and Child Hospital ( MOH),I. SPA,Hospital,Southern,Khamis Mushayt
23430,New Narjran General Hospital - MoH,I. SPA,Hospital,Southern,Najran
23433,Eye Specialized Hospital (Dahran) - MoH,I. SPA,Eye Center,Eastern,Dahran
23434,Bgaig General Hospital - MoH,I. SPA,Hospital,Eastern,Abqiq
21530,Mohammed S. Al- Khonaini Medical Services Complex,B. NW1,Polyclinic,Eastern,Jubail
23871,Core Impuls,N14,Data Only,Overseas,Germany
23879,Al Abeer Opticals - Al Bawadi,L. NWS,Optical,Western,Jeddah
23880,Al Abeer Opticals - Al Batha,L. NWS,Optical,Central,Riyadh
24147,Badr District Primary Care - MoH,J. ONW,Polyclinic,Eastern,Dammam
22205,Al Mas Dental Clinic,J. ONW,Dental,Eastern,Dammam
24148,Mohamadia District Primary Care - MoH,J. ONW,Polyclinic,Eastern,Dammam
23768,Child Hood Crown Medical Center,J. ONW,Polyclinic,Western,Taif
24176,Al Akhdar Al Shmaly Medical Complex,J. ONW,Polyclinic,Northern,Tabuk
23437,Southern Ghonfodah Hospital - MoH,I. SPA,Hospital,Southern,Ghonfodah
23490,Prince Abdullah Bin Abdulaziz Bin Musaed Center for Medicine & Cardiac  (MOH),I. SPA,Cardiac Center,Northern,Arar
23392,Maternity and Child Hospital - Aziziyah - MoH,I. SPA,Hospital,Western,Jeddah
23436,Ghonfodah General Hospital - MoH,I. SPA,Hospital,Southern,Ghonfodah
23375,King Khalid Hospital (Al Majma'a) - MOH,I. SPA,Hospital,Central,Al Majmaa
22959,Al Flaiw Polyclinic,C. NW2,Polyclinic,Central,Bureidah
22335,Dr Zahir Qadeeb Al Ban Specialist Clinics - 2 (Aziziah),N15,Polyclinic,Western,Makkah
24320,Autism Center of Excellence,I. SPA,Speech Center,Central,Riyadh
24326,Adwaa Nammar Medical Complex,L. NWS,Polyclinic,Central,Riyadh
24328,Dar Tala Medical Complex Co.,L. NWS,Polyclinic,Central,Riyadh
23902,Al Nokhba Medical Center,N15,Polyclinic,Southern,Gizan
23125,Al Mouwasat Hospital - Riyadh,G. NW6,Hospital,Central,Riyadh
23264,Al W.S.J Medical,A. NWR,Polyclinic,Central,Riyadh
22677,Sanad Al Jazeera Polyclinic,L. NWS,Polyclinic,Central,Riyadh
20112,Jeddah Clinic Hospital ( Al Kandarah ),J. ONW,Hospital,Western,Jeddah
24355,The European Medical Center - Tahlia,F. NW5,Polyclinic,Western,Jeddah
23924,SRCA - Eastern Region (Accumed ),I. SPA,Group practice,Eastern,Dammam
23804,Arrazi Optical,J. ONW,Optical,Eastern,Jubail
24616,Madai Medical Complex,N15,Polyclinic,Central,Riyadh
21789,Mostashary General Medical,J. ONW,Polyclinic,Southern,Bisha
22805,Donia Al Noor Optical,J. ONW,Optical,Central,Riyadh
23390,Maternity and Child Hospital - Hafr Al Batin - MoH,I. SPA,Hospital,Eastern,Hafr Al Batin
24293,UniReha GmbH a?? Germany,N14,Data Only,Overseas,Germany
24296,Hayaty Care Clinic,A. NWR,Polyclinic,Southern,Sabya
24299,Child will pediatric therapy company - Qatif,L. NWS,Speech & Physiotherapy,Eastern,Qatif
23389,Hafr Al Batin Central Hospital - MoH,I. SPA,Hospital,Eastern,Hafr Al Batin
24469,Basma Wafa Medical Complex,J. ONW,Polyclinic,Southern,Sarat Obaidah
24891,Primary Health Care Center - Al-Shuqah - MoH,I. SPA,Polyclinic,Central,Bureidah
23631,Mafasel Clinics,G. NW6,Orthopedic Center,Western,Jeddah
23953,Fal Al Afia Medical Complex,A. NWR,Polyclinic,Central,Riyadh
20273,Al Amal Polyclinic (Rabigh),N15,Polyclinic,Western,Rabigh
23903,Ma Sante Le Center De Excellent Medicale,N15,Polyclinic,Western,Jeddah
23421,Tayma General Hospital - MoH,I. SPA,Hospital,Northern,Taymaa
23422,Al Wajh General Hospital - MoH,I. SPA,Hospital,Northern,Al Wajh
22463,Duba General Hospital (MOH),I. SPA,Hospital,Northern,Duba
24321,Dar Al Afia Medical Group Complex - 2 - Khobar,B. NW1,Polyclinic,Eastern,Khobar
24327,Dr Soliman Fakeeh Hospital - Riyadh,H. NW7,Hospital,Central,Riyadh
21410,Al Mouwasat Hospital - Madinah,G. NW6,Hospital,Western,Madinah
21160,Al Mouwasat Hospital - Qatif,F. NW5,Hospital,Eastern,Qatif
24594,My Clinic - Petro Rabigh,I. SPA,Polyclinic,Western,Rabigh
23349,Al Abeer Zahrat Medical Polyclinic - Dammam,N15,Polyclinic,Eastern,Dammam
23123,Al Amal General Medical Complex,N15,Polyclinic,Western,Mahd Al Thahab
22691,The Clinics,H. NW7,Polyclinic,Central,Riyadh
20159,Dar Al Shefa Clinic,J. ONW,Polyclinic,Central,Riyadh
24144,King Faisal Hospital in Qurayat - MoH,J. ONW,Hospital,Northern,Qrayat
22117,Al Kholood Polyclinic,A. NWR,Polyclinic,Western,Makkah
21704,Al Khobar Cooperative Clinic,L. NWS,Polyclinic,Eastern,Khobar
24709,Health Abas Medical Company,C. NW2,Polyclinic,Central,Al Ghat
23876,Al Amin Polyclinic - 2,N15,Polyclinic,Central,Riyadh
23471,King Fahad Specialist Hospital - Tabuk (MoH),I. SPA,Hospital,Northern,Tabuk
21893,Maternity and Children Hospital - Jouf (MoH),I. SPA,Hospital,Northern,Sakaka
24032,King Salman Specialized Hospital - Hail - MOH,I. SPA,Hospital,Central,Hail
23491,Prince Abdullah Bin Abdulaziz Bin Musaed Specialist Center for Dental  (MOH),I. SPA,Dental,Northern,Arar
24302,Radiologische Praxis Dr. Trautwein,N14,Data Only,Overseas,Germany
22153,Al Rayah Medical Clinic,C. NW2,Polyclinic,Central,Riyadh
22129,Dr Khalid Idriss Medical Center,L. NWS,Polyclinic,Western,Rabigh
23173,Dr Ghasana Sadiq Medical Complex,J. ONW,Dental,Eastern,Dammam
23735,Optical Horizon Optics,J. ONW,Optical,Eastern,Jubail
22587,Rusayl Elegance Medical Complex,J. ONW,Polyclinic,Central,Riyadh
20188,Al Haih Medical Center,J. ONW,Polyclinic,Southern,Najran
20083,Dr Khalid Idriss Hospital,J. ONW,Hospital,Western,Jeddah
20268,Omar Al Ajaji Medical Center - 2 Sanaiya,J. ONW,Polyclinic,Central,Riyadh
23377,Wadi Al Dawaser General Hospital - MOH,I. SPA,Hospital,Central,Wadi Al Dawaser
24097,Al Hamraa Primary Care Center (MoH),I. SPA,Polyclinic,Western,Jeddah
24337,Manarat Altashgheel Limited Company,I. SPA,Home Healthcare,Western,Jeddah
24341,Vigour Locomotion Medical Rehabilitation Center,L. NWS,Speech & Physiotherapy,Central,Riyadh
24050,Dr Sulaiman Al Habib Medical Center - DQ,G. NW6,Polyclinic,Central,Riyadh
24038,Ahad Al Masarha General Hospital - Gazan - MOH,I. SPA,Hospital,Southern,Ahad Al Masarha
24359,Taiba General Medical Complex,L. NWS,Polyclinic,Southern,Muhayel
23917,SRCA - Riyadh (Accumed ),I. SPA,Group practice,Central,Riyadh
23413,Maternity and Childrens Hospital - Bureidah - MOH,I. SPA,Hospital,Central,Bureidah
22820,Imam Abdurahman Al Faisal - Dammam - NGH,I. SPA,Hospital,Eastern,Dammam
24666,Integrated Medical Care Services Company Taif Branch Male - Physiotherabia,B. NW1,Physiotherapy Center,Western,Taif
24672,Integrated Medical Care Services Company  Al Nada - Physiotherabia,B. NW1,Physiotherapy Center,Central,Riyadh
24679,Integrated Medical Care Services Company Al Nadwa Branch - Physiotherabia,B. NW1,Physiotherapy Center,Central,Riyadh
24683,Integrated Medical Care Services Company Tabuk women Branch - Physiotherabia,B. NW1,Physiotherapy Center,Northern,Tabuk
23419,Prince Meshari Bin Saud Hospital - MoH,I. SPA,Hospital,Southern,Baljurashi
24506,Primary Care Center Of Excellence - 2,J. ONW,Polyclinic,Central,Riyadh
23423,Arar Central Hospital - MoH,I. SPA,Hospital,Northern,Arar
23367,Al Duwadimi General Hospital - MoH,I. SPA,Hospital,Central,Al Dawadmi
23381,Cardio Center (Hail) - MOH,I. SPA,Cardiac Center,Central,Hail
20095,Dalia Medical Complex - Jeddah,F. NW5,Polyclinic,Western,Jeddah
24307,Dose Clinic Medical Complex,L. NWS,Polyclinic,Western,Taif
24309,Al Awali Polyclinics Complex,L. NWS,Polyclinic,Central,Riyadh
23141,Al Farabi International Polyclinic,J. ONW,Polyclinic,Western,Yanbu
23964,Inaya Sanabil Polyclinic,L. NWS,Polyclinic,Western,Jeddah
23864,Al Haramain Medical Complex - (Qurtoba),D. NW3,Polyclinic,Central,Riyadh
22034,King Khalid Hospital - Hafr Al Batin (MoH),I. SPA,Hospital,Eastern,Hafr Al Batin
23469,Al Zulfi General Hospital - MoH,I. SPA,Hospital,Central,Al Zulfi
23376,Al Qwai'eyah General Hospital - MOH,I. SPA,Hospital,Central,Al Quwaiyah
23443,Abo Aresh General Hospital - MoH,I. SPA,Hospital,Southern,Abu Arish
23558,Al Namas General Hospital -Aseer (MOH),I. SPA,Hospital,Southern,Al Namas
23473,Hotat Bani Tamim General Hospital - MoH,I. SPA,Hospital,Central,Hotat Bani Tamim
24005,Al Moraqabah Medical Center in Islamic Jeddah Port - MOH,I. SPA,Polyclinic,Western,Jeddah
22036,Turaif Hospital - Northern Borders (MoH),I. SPA,Hospital,Northern,Turaif
23415,Al Bukairiah General Hospital - MOH,I. SPA,Hospital,Central,Al Bukairiah
22670,Al Russ General Hospital - MOH,I. SPA,Hospital,Central,Al Rass
24011,Al Takhasusi Al Balad Medical Center - Makkah - MOH,J. ONW,Polyclinic,Western,Jeddah
24087,Al Thaaleba Primary Care Center (MoH),J. ONW,Polyclinic,Western,Jeddah
23737,Dallah Hospital - Namar,H. NW7,Hospital,Central,Riyadh
20094,Magrabi Eye & Ear Center - Khozam,J. ONW,Hospital,Western,Jeddah
24350,Nahdi Care Clinics - Obhur,F. NW5,Polyclinic,Western,Jeddah
24223,Al Malaha Medical Center - MoH,J. ONW,Polyclinic,Eastern,Qatif
22934,Life Clinic,J. ONW,Dental,Western,Jeddah
23728,Wasni Medical Complex - Khaibar Al Janoub,L. NWS,Polyclinic,Southern,Khaibar Al Janoub
23325,Prince Abdulaziz Bin Musa'ed Hospital - MOH,I. SPA,Hospital,Northern,Arar
20108,Hai Al Jamea Hospital,J. ONW,Hospital,Western,Jeddah
23862,The European Medical Center a?? Al Manar,N15,Polyclinic,Western,Jeddah
23993,SRCA - Tabuk (Accumed ),I. SPA,Group practice,Northern,Tabuk
24602,Caring Hearts For Medical Services,I. SPA,Home Healthcare,Central,Riyadh
23412,Bureidah Central Hospital - MOH,I. SPA,Hospital,Central,Bureidah
22716,Rafa Medical Care,J. ONW,Polyclinic,Central,Riyadh
24030,Namrah General Hospital - MOH,J. ONW,Hospital,Western,Alaradiyat
23978,King Abdullah Bin Abdulaziz University Hospital - Riyadh,I. SPA,Hospital,Central,Riyadh
23157,Khobaraa Alelaj Polyclinic,J. ONW,Polyclinic,Central,Riyadh
24029,Al Jafr General Hospital - Al Ahsa - MOH,J. ONW,Hospital,Eastern,Al Hasa
23082,Alelaj International Medical,J. ONW,Dental,Central,Riyadh
24142,Miqua General Hospital - MoH,J. ONW,Hospital,Northern,Al Jouf
24026,Al Mudhilaf General Hospital - MOH,J. ONW,Hospital,Western,Al Mudhylaf
24164,Armed Forces Hospital in Wadi AlDowaser,J. ONW,Hospital,Central,Wadi Al Dawaser
24025,Al Bashaer General Hospital - MOH,J. ONW,Hospital,Southern,Bisha
21610,Mohammed Hakami Medical Complex,J. ONW,Polyclinic,Southern,Gizan
20246,Al Qadi Medical Complex,N15,Polyclinic,Southern,Najran
23716,Rokn Abas Polyclinic 6,E. NW4,Polyclinic,Central,Riyadh
23036,Shouq El Oyoun,J. ONW,Optical,Eastern,Jubail
20244,Al Atfain New Polyclinic ( Najran ),J. ONW,Polyclinic,Southern,Najran
22702,Bany Malik Polyclinic,B. NW1,Polyclinic,Western,Jeddah
24083,Madan Fahad Primary Care Center (MoH),J. ONW,Polyclinic,Western,Jeddah
24085,Al Azizeyah Primary Care Center (MoH),J. ONW,Polyclinic,Western,Jeddah
24077,Al Montazahat Primary Care Center (MoH),J. ONW,Polyclinic,Western,Jeddah
20018,Al Jazira Medical Complex - Al Thokba,B. NW1,Polyclinic,Eastern,Khobar
22451,Al Ahmadi Medical Complex,L. NWS,Polyclinic,Eastern,Dammam
23875,Nebras Medical Complex,N15,Polyclinic,Central,Riyadh
22296,Abdullah M. Al Dossary National Polyclinic,J. ONW,Polyclinic,Eastern,Abqiq
21671,Arab Medical Dar,J. ONW,Polyclinic,Central,Riyadh
22442,Al Bayan Medical Complex,J. ONW,Polyclinic,Central,Riyadh
23164,Al Khaleejy Dental Center - Shubra,J. ONW,Dental,Central,Riyadh
23442,Al Darb General Hospital - MoH,I. SPA,Hospital,Southern,Al Darb
23441,Bish General Hospital - MoH,I. SPA,Hospital,Southern,Baish
23487,Samtah General Hospital - MoH,I. SPA,Hospital,Southern,Samtah
23923,SRCA - Makkah (Accumed ),I. SPA,Group practice,Western,Makkah
24247,Safwa General Hospital - MOH,I. SPA,Hospital,Eastern,Safwa
24636,Stars Smile Complex Specialty Ltd - Jeddah,L. NWS,Dental,Western,Jeddah
23893,Bros Dental Clinic,I. SPA,Dental,Central,Riyadh
20690,Rawafed Medical Complex - Jazan,L. NWS,Polyclinic,Southern,Gizan
23494,The Elite Medical Complex 3,J. ONW,Polyclinic,Western,Makkah
23205,Maternity and Child Hospital - Al Ahsa (MOH),I. SPA,Hospital,Eastern,Al Hasa
23202,Al Gabr Hospital for Ophthalmology and ENT - Al Ahsa (MOH),I. SPA,Hospital,Eastern,Al Mubaraz
23710,Riyadat Al Dhahran Medical Complex,N15,Polyclinic,Eastern,Dahran
24727,Mulayjah PHC - MOH,I. SPA,Polyclinic,Eastern,Dammam
24031,Irada Complex for Mental Health - MoH,I. SPA,Speech & Physiotherapy,Western,Jeddah
24805,Qaisomah General Hospital - MOH,I. SPA,Hospital,Eastern,Hafr Al Batin
24215,Health Vision Medical Complex,J. ONW,Polyclinic,Eastern,Al Mubaraz
24174,My Care Polyclinic - Tendaha,J. ONW,Polyclinic,Southern,Tendaha
23466,Children's Hospital - Taif (MoH),I. SPA,Hospital,Western,Taif
23973,How Saudi Medical Center - Morat,J. ONW,Polyclinic,Central,Riyadh
24009,Abdulmajeed MedicaL Center - Jeddah - MOH,J. ONW,Polyclinic,Western,Jeddah
21950,Islam Medical Clinic,J. ONW,Polyclinic,Western,Jeddah
21973,Shorooq Al-Faiha Polyclinic,J. ONW,Polyclinic,Central,Al Artawiya
20161,Al Rafie Hospital,J. ONW,Hospital,Western,Makkah
24310,Joele Special Medical Company,F. NW5,Dental,Western,Yanbu Industrial
24052,General Network Healthcare Provider (GNP 2),J. ONW,Hospital,Western,Jeddah
22933,Shar Dental Center,L. NWS,Dental,Western,Jeddah
22585,Bateel Dental Clinic 1,B. NW1,Dental,Western,Yanbu
24313,Thoraxklinik Universitatsklinikum Heidelberg - Germany,N14,Data Only,Overseas,Germany
21775,Al Mohammadiah Medical Center,N15,Polyclinic,Central,Riyadh
24136,Balsam South Medical Complex,N15,Polyclinic,Southern,Najran
24335,Klinik Fallingbostel - Germany,N14,Data Only,Overseas,Germany
23549,Top Medicine Medical Complex,N15,Polyclinic,Central,Riyadh
22856,Raheef Dental Center,J. ONW,Dental,Central,Riyadh
23574,Aghrass Medical Center,J. ONW,Polyclinic,Western,Jeddah
22462,Sama Al Basim Vision,L. NWS,Optical,Northern,Tabuk
23581,Hail National Company For Health Care (SGH - Hail),H. NW7,Hospital,Central,Hail
22040,Sabya General Hospital - Jizan (MoH),I. SPA,Hospital,Southern,Sabya
20153,GNP Clinic - Taif,J. ONW,Dental,Western,Taif
23855,Dr Soliman Fakeeh Family Medical Center -  Althaghr,J. ONW,Polyclinic,Western,Jeddah
22814,Sarh Al Tawfeeq Polyclinic,L. NWS,Polyclinic,Southern,Baish
23439,Forsan General Hospital - MoH,I. SPA,Hospital,Southern,Jazirat Farasan
23958,Kayan Medical Center - Al Mabraz,E. NW4,Polyclinic,Eastern,Al Mubaraz
22426,Fajar Al Dammam Medical Complex,L. NWS,Polyclinic,Eastern,Dammam
20620,Jeddah National Hospital,J. ONW,Hospital,Western,Jeddah
23697,Ahad Rafidah General Hospital ( MOH),I. SPA,Hospital,Southern,Ahad Rufaidah
22771,Al Mansur Medical Complex,N15,Polyclinic,Central,Riyadh
23593,Prince Mohammed Bin Abdulaziz Hospital - Al Madina - NGH,I. SPA,Hospital,Western,Madinah
23165,Lamasaat Shifaa Medical Complex,L. NWS,Polyclinic,Western,Mahd Al Thahab
23874,Sama Medical Complex,L. NWS,Polyclinic,Western,Yanbu
22742,Al Salamah Medical Center,J. ONW,Polyclinic,Central,Riyadh
22928,Al Razi Polyclinic,J. ONW,Polyclinic,Central,Riyadh
23557,Amjad Al Hokail & Polyclinic - Al Khobar,J. ONW,Dental,Eastern,Khobar
22320,Sanaya Medical Clinics Dental,I. SPA,Dental,Central,Riyadh
24362,Anees Medical Complex,L. NWS,Dental,Eastern,Al Mubaraz
24364,Hawass Rehabilitation Center (Senses Clinics),G. NW6,Speech & Physiotherapy,Central,Riyadh
21746,Dr Layla Al Onaizi Polyclinic,L. NWS,Polyclinic,Eastern,Khobar
24365,Rahm Zentrum Fur Gesundheit Gmbh - Germany,N14,Data Only,Overseas,Germany
21989,Khalid Polyclinic 1,L. NWS,Polyclinic,Western,Jeddah
24318,H Medical Complex,J. ONW,Polyclinic,Eastern,Tarout
24298,Taj Al Almas Medical Complex,J. ONW,Polyclinic,Southern,Al 'Aridah
23681,HHC - Bugshan Hospital,J. ONW,Home Healthcare,Western,Jeddah
22949,Pain Management Center - IMC,J. ONW,Hospital,Western,Jeddah
24354,Tabassum Dental Center,J. ONW,Dental,Eastern,Khafji
23589,Central Medical Care,J. ONW,Dental,Eastern,Khobar
23153,Shaheen World Center,J. ONW,Dental,Central,Riyadh
24475,Medical Specialties Company,F. NW5,Orthopedic Center,Western,Jeddah
24216,International Specialist Clinics,L. NWS,Polyclinic,Northern,Sakaka
24210,Al Nada Medical Center - MoH,I. SPA,Polyclinic,Eastern,Khobar
24211,Al Rawda Medical Center - MoH,I. SPA,Polyclinic,Eastern,Dammam
24221,Dareen Medical Center - MoH,I. SPA,Polyclinic,Eastern,Khobar
24305,Gulf Smile Center,L. NWS,Dental,Southern,Khamis Mushayt
24205,Al Khaleej Medical Center - MoH,I. SPA,Polyclinic,Eastern,Dammam
24440,Vision Medical Services Company,D. NW3,Eye Center,Central,Hail
22847,Jeddah Ideal Center For Optics,J. ONW,Optical,Western,Jeddah
23863,HHC - Twareat Medical Center,J. ONW,Home Healthcare,Eastern,Khobar
24098,Kilo 13 Primary Care Center (MoH),I. SPA,Polyclinic,Western,Jeddah
24349,Inter Health Medical Company,F. NW5,Hospital,Central,Riyadh
23700,Ain Al Hayat Polyclinic,N15,Polyclinic,Northern,Tabuk
24386,Dr Sulaiman Al Habib Medical Center - Al Narjis,G. NW6,Polyclinic,Central,Riyadh
20152,GNP Clinic - Makkah,J. ONW,Dental,Western,Makkah
24342,Al Khulood Health Medical Center,J. ONW,Polyclinic,Western,Jeddah
24394,Dr Soliman Fakeeh Hospital - Neom,H. NW7,Hospital,Northern,Neom
24204,Al Manar Medical Center - MoH,I. SPA,Polyclinic,Eastern,Dammam
24297,Al Hayat Medial General Complex,J. ONW,Polyclinic,Western,Makkah
20155,GNP Clinic - Yanbu,J. ONW,Dental,Western,Yanbu Industrial
24384,Taibah Health Care Center - MoH,I. SPA,Polyclinic,Western,Jeddah
24428,Secret Smile Company,L. NWS,Dental,Eastern,Safwa
22431,Abu Al Khair Polyclinic,J. ONW,Polyclinic,Western,Jeddah
24330,Al Salam Hospital - Khobar,G. NW6,Hospital,Eastern,Khobar
24432,Al Dahyah Medical Complex,L. NWS,Polyclinic,Southern,Samtah
22581,Rawdat Al Aqsa Polyclinic 2,N15,Polyclinic,Central,Riyadh
23717,Abas Polyclinic 2,J. ONW,Polyclinic,Central,Riyadh
22175,Khaled Bakr Al Bakri Polyclinic,J. ONW,Polyclinic,Western,Jeddah
24431,Alora Dental Clinic,F. NW5,Dental,Eastern,Khobar
24123,Al Noor International Medical Complex,L. NWS,Polyclinic,Southern,Ahad Rufaidah
21915,Al Shomooly Clinic,J. ONW,Polyclinic,Central,Riyadh
23778,Shoroug Al Taafee Rehabilitation Center,J. ONW,Speech & Physiotherapy,Eastern,Dammam
24194,Saudia Airlines Medical Services - Medical Fakeeh,G. NW6,Polyclinic,Western,Jeddah
24396,Dr Faris Al Haddaj Hospital,F. NW5,Hospital,Northern,Sakaka
24399,HHC - Yanbu National Hospital,I. SPA,Home Healthcare,Western,Yanbu Industrial
22926,Al Rahma Clinic and Medical Lab,N15,Polyclinic,Central,Riyadh
20213,Dar Al Salam Medical Clinic,N15,Polyclinic,Central,Al Kharj
23957,Adwaa Al Alami Medical Complex - Al Aqiq,N15,Polyclinic,Central,Riyadh
23987,Tuwaiq Medical Complex,N15,Polyclinic,Central,Riyadh
20275,Omm Al-Hammam Polyclinic,N15,Polyclinic,Central,Riyadh
23450,Rashed Complex Medical Clinics,N15,Polyclinic,Central,Riyadh
22275,Al Bilad Medical Center,N15,Polyclinic,Central,Riyadh
23884,Ram Medical Complex - Dahran,L. NWS,Polyclinic,Eastern,Dahran
22528,Bateel Dental Clinic 2,D. NW3,Dental,Western,Yanbu Al Bahar
23896,Mowasat Medical Complex,I. SPA,Polyclinic,Eastern,Hafr Al Batin
20173,Al Haramain Medical Complex,L. NWS,Polyclinic,Central,Riyadh
20005,Al Ansari Specialist Hospital,I. SPA,Hospital,Western,Yanbu Industrial
22532,Al Abeer Clinic - Madina,N15,Polyclinic,Western,Madinah
24187,Hayat Beach Medical,J. ONW,Polyclinic,Southern,Baish
24171,Aldawa Medical Tower,L. NWS,Polyclinic,Southern,Al Majardah
24244,Qassim Specialist Medical Center,L. NWS,Polyclinic,Central,Al Rass
23467,Asser Central General Hospital - Abha (MoH),I. SPA,Hospital,Southern,Abha
22125,Ajial Medical Center,N15,Polyclinic,Central,Riyadh
23925,SRCA - Madina (Accumed ),I. SPA,Group practice,Western,Madinah
23464,King Abdulaziz Specialized Hospital - Al Jouf (MoH),I. SPA,Hospital,Northern,Al Jouf
22676,Lama Medical Complex,N15,Polyclinic,Eastern,Dammam
20061,Shifa Buraidha Polyclinic,N15,Polyclinic,Central,Bureidah
24101,Al Sheraa 505 Primary Care Center (MoH),I. SPA,Polyclinic,Western,Jeddah
24115,Bureiman Primary Care Center (MoH),I. SPA,Polyclinic,Western,Jeddah
20229,Jubail National Dispensary,J. ONW,Polyclinic,Eastern,Jubail
22287,Al Mursalaat Polyclinic,J. ONW,Polyclinic,Central,Riyadh
23971,Magic Light Clinic,J. ONW,Dental,Western,Al Jamom
22286,Safa Al Madina Hospital,J. ONW,Hospital,Western,Madinah
23061,Al Dhawi Polyclinic,J. ONW,Polyclinic,Central,Riyadh
22690,Saudi British Hospital,J. ONW,Hospital,Central,Riyadh
23523,Ibn Sina Hospital - Makkah (MoH),J. ONW,Hospital,Western,Makkah
23214,Arac Medical Complex,J. ONW,Polyclinic,Eastern,Al Hasa
23286,King Khalid University Hospital,J. ONW,Hospital,Central,Riyadh
23745,Avicena Dental Center - Qatif,A. NWR,Dental,Eastern,Qatif
22192,Al Salam Hospital - Makkah,J. ONW,Hospital,Western,Makkah
21741,Heraa Medical Center,N15,Polyclinic,Central,Riyadh
23743,Avicena Dental Center - Jubail,A. NWR,Dental,Eastern,Jubail
20136,Wahat Al Shifa Medical Center,N15,Polyclinic,Western,Jeddah
22059,Al Rathawia Medical Center,E. NW4,Polyclinic,Central,Riyadh
24133,Ibn Sina Medical Complex,L. NWS,Polyclinic,Central,Hail
23847,Rowad Al Taqadum Medical Complex,D. NW3,Polyclinic,Central,Hotat Bani Tamim
23623,Al Qima Medical Complex1- Al Zulfi,N15,Polyclinic,Central,Al Zulfi
